source,label,rules,sentence
Antine_Nivola,sardinian,isbn_doi;citation_shape,"I disegni di Costantino Nivola, Tàtari, Agave, 2011, ISBN 8896547083."
Antine_Nivola,sardinian,isbn_doi;citation_shape,"L’investigazione dello spazio, Nùgoro, Ilisso, 2010, ISBN 8862020597."
Antine_Nivola,sardinian,isbn_doi;citation_shape,"Giuliana Altea, Costantino Nivola (PDF), Nùgoro, Ilisso, 2005, ISBN 9788889188132, OCLC 60436870."
Antine_Nivola,sardinian,isbn_doi;citation_shape,"U. Collu et al., Museo Nivola, Nùgoro, Ilisso, 2004, ISBN 88-89188-26-X."
Antine_Nivola,sardinian,isbn_doi;citation_shape,"Sylvie Forestier, Nivola: terrecotte ; opere dello studio Nivola, Amagansett, USA, Milanu, Jaca Book, 2004, ISBN 9788816603059."
Antine_Nivola,sardinian,isbn_doi;citation_shape,"Roberto Cassanelli, Ugo Collu e Ornella Selvafolta, Nivola, Fancello, Pintori : percorsi del moderno : dalle arti applicate all'industrial design, Milanu, Jaca Book, 2003, ISBN 8816603046, OCLC 54511432."
Antine_Nivola,sardinian,isbn_doi;citation_shape,"Micaela Martegani (a incuru de), Costantino Nivola in Springs, New York-Nùgoro, Parrish Art Museum-Ilisso, 2003, ISBN 8887825645, OCLC 53373537."
Antine_Nivola,sardinian,isbn_doi;citation_shape,"Raffaella Venturi, Dore Ashton e Diego Mormorio, Costantino Nivola : biografia per immagini, con testo di R. Venturi e saggi introduttivi di D. Ashton e D. Mormorio, Nùgoro, Ilisso, 2001, ISBN 888782522X, OCLC 48108087."
Antine_Nivola,sardinian,isbn_doi;citation_shape,"Costantino Nivola, Costantino Nivola: sculture, dipinti, disegni, Milanu, Electa, 1999, ISBN 9788843572861."
Antine_Nivola,sardinian,isbn_doi;citation_shape,"Alberto Crespi, Fred Licht e Salvatore Naitza, Nivola: dipinti e grafica, Milanu, Jaca Book, 1995, ISBN 8816601698, OCLC 34193622."
Antine_Nivola,sardinian,template_boilerplate,"Museo Nivola, Nùgoro, Ilisso, 1995."
Antine_Nivola,sardinian,isbn_doi;url_metadata;citation_shape,"Profili, Il Bagatto, Roma 1986 (IT) Costantino Nivola, Memorie di Orani, Milanu, Libri Scheiwiller, 1996, ISBN 8876442251, OCLC 35221970."
Antine_Nivola,sardinian,url_metadata,"Composizione, Monza, Musei Civici, in wwmm.org."
Antine_Nivola,sardinian,url_metadata,"Roggia nel Parco, Monza, Musei Civici, in wwmm.org."
Antine_Nivola,sardinian,url_metadata,"Ritratto di Marino Marini, Monza, Civiche raccolte d'arte, in wwmm.org."
Antine_Nivola,sardinian,url_metadata,"Recensione della mostra di Nivola al Palazzo Regio di Cagliari, di Roberta Vanali, in exibart.com."
Antine_Nivola,sardinian,url_metadata,"(IT) la tecnica del Sand Casting, in YouTube."
Antonangelo_Liori,sardinian,isbn_doi;citation_shape,"Antonangelo Liori, Demoni, miti e riti magici della Sardegna : un viaggio affascinante e singolare tra i misteri millenari di una regione straordinariamente ricca di tradizioni, in Quest'Italia, Roma, Newton & Compton, 1992, ISBN 978-88-8183-533-1, SBN IT\ICCU\CFI\0248081."
Antonangelo_Liori,sardinian,isbn_doi;citation_shape,"Antonangelo Liori, Racconti della montagna, in griot, Casteddu, AM&D, 1997, ISBN 978-88-86799-22-5, SBN IT\ICCU\CAG\0040459."
Antonangelo_Liori,sardinian,isbn_doi;citation_shape,"Antonangelo Liori, Il processo barbaricino : teoria e pratica della vendetta in Sardegna, Milanu, Giuffrè, 2003, ISBN 978-88-14-09992-2, SBN IT\ICCU\RMG\0103437."
Antonangelo_Liori,sardinian,isbn_doi;citation_shape,"Antonangelo Liori, Storie e leggende dalle Barbagie, in Trenino verde, Casteddu, Condaghes, 2006, ISBN 978-88-7356-072-2, SBN IT\ICCU\CAG\1149137."
Antonangelo_Liori,sardinian,isbn_doi;citation_shape,"Antonangelo Liori, Sardegna da divorare : le ricette mitologiche di una terra perduta fra inganno e magia, in Soliana, Sestu, Zonza, 2007, ISBN 978-88-8470-242-5, SBN IT\ICCU\CAG\1469617."
Antonangelo_Liori,sardinian,isbn_doi;citation_shape,"I Templi del Sonno: storia e storie delle cumbessias, Casteddu, Abbà, 2019, ISBN 978-88-942411-4-3, SBN IT\ICCU\CAG\2084718."
Antonangelo_Liori,sardinian,isbn_doi;citation_shape,"Antonangelo Liori, Religione e sesso nella Sardegna antica, Casteddu, Abbà, 2020, ISBN 978-88-942411-6-7, SBN IT\ICCU\CAG\2100181."
Antonangelo_Liori,sardinian,isbn_doi;citation_shape,"Antonangelo Liori, Un sentiero per la santità : la mistica semplice di Fra Lorenzo da Sardara, in Mistici, Casteddu, Abbà, 2021, ISBN 978-88-945598-5-9, SBN IT\ICCU\CAG\2118243."
Antonangelo_Liori,sardinian,isbn_doi;citation_shape,"Antonangelo Liori, Tràmuda: l'ultima transumanza, microstoria di una tradizione perduta, in Radici e memoria, fotografias de Francesco Pintore, Casteddu, Abbà, 2021, ISBN 978-88-945598-8-0, SBN IT\ICCU\CAG\2120505."
Antonangelo_Liori,sardinian,isbn_doi;citation_shape,"Antonangelo Liori, Un mondo rovesciato: armonia e rimorso nei bronzetti nuragici, Casteddu, Abbà, 2022, ISBN 979-12-80927-04-0, SBN IT\ICCU\CAG\2134313."
Antonangelo_Liori,sardinian,isbn_doi;citation_shape,"Antonangelo Liori, Contigheddos po Argo: Favolette del nonno al nipotino, Casteddu, Abbà, 2025, ISBN 979-12-8092-725-5."
Antonangelo_Liori,sardinian,isbn_doi;citation_shape,"Antonangelo Liori, Sa messarítzia de is Sardanas, Casteddu, Abbà, 2025, ISBN 979-12-8092-726-2."
Antonangelo_Liori,sardinian,isbn_doi;citation_shape,"Epicurus, Massime e aforismi, in Centopaginemillelire, tradutzione de Antonangelo Liori, Roma, TEN, 1993, ISBN 978-88-7983-274-8, SBN IT\ICCU\LO1\0339136."
Antonangelo_Liori,sardinian,isbn_doi;citation_shape,"Epicurus, La felicità, in Grandi tascabili economici, tradutzione de Antonangelo Liori, Roma, Grandi tascabili economici Newton, 2007, ISBN 978-88-8289-734-5, SBN IT\ICCU\RMB\0782125."
Antonangelo_Liori,sardinian,isbn_doi;citation_shape,"Sa cancione de is frades Barraccas: edizione critica con un introduzione e glossario, in I libri dell'identità, Casteddu, Edizioni della Torre, 1993, ISBN 978-88-7343-246-3, SBN IT\ICCU\CFI\0251518."
Antonello_Mura,sardinian,citation_fragment,"Cardinali Joseph Hippolyte Guibert, O.M.I."
Antonello_Satta,sardinian,citation_shape,"La Barbagia, Jaca Book, Milano (1991) Sa scomuniga de predi Antiogu arrettori de Masuddas: edizione critica, Edizioni Della Torre, 1983 Opere: ""Politica e istituzioni"" - Identità e sottosuolo"" (a cura di Alberto Contu), Condaghes, 2009 Emilio Lussu e la cultura popolare della Sardegna Archiviadu su 5 martzu 2016 in s'Internet Archive."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Isabelleida, València, E. Climent, 1991, ISBN 978-84-7502-310-6, OCLC 25718020."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Els Catalans no dormim mai, Tarragona, El Mèdol, 1992, ISBN 978-84-86542-48-1, OCLC 807586286."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Alguer, 1821, Bartzellona, La Galera, 1996, ISBN 978-84-246-7904-0, OCLC 36087003."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Per una història del meu poble i de mi mateix, Lleida, Pagès Editors, 1998, ISBN 978-84-7935-476-3, OCLC 977630828."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Ussicheddu, illustratziones de Marco Fara, Casteddu, Condaghes, 1999, ISBN 978-88-86229-53-1, OCLC 804104261."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Buc, tradutzione de Miquel Zueras, Bartzellona, La Galera, 2000, ISBN 978-84-246-9513-2, OCLC 807574583."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Golondrina, in Rondalles a teatre, Tàtari, EDES, 2000, ISBN 8886002343."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Bono d'Iknusa: la terra dels gegants petits, illustratziones de Ignasi Blanch, Bartzellona, La Galera, 2001, ISBN 978-84-246-9531-6, OCLC 807215311."
Antoni_Arca,sardinian,isbn_doi,"Alberto Melis, Antoni Arca e 5A e 5B Scuola Maria Immacolata Alghero, Arleppino a Frugolafrù, Casteddu, ISBN 978-88-86229-77-7."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Marina: di libri, di pulci e di ratti, in Il Trenino Verde, illustratziones de Bruno Olivieri, Casteddu, Condaghes, 2000, ISBN 978-88-86229-62-3, OCLC 804144771."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca e Classe IIIA della Scuola media n°3 di Alghero, Lo scheletro francese, in Il trenino verde: ex-libris, Casteddu, Condaghes, 2000, ISBN 978-88-86229-76-0."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, El ximple de Xina, Lleida, Pagès Editors, 2002, ISBN 978-84-7935-970-6, OCLC 51666960."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Pâris et ses femmes, tradutzione de Jacques Thiers, Albiana, 2002, ISBN 978-2-84698-013-5, OCLC 470041624."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Letteratura per l'infanzia e animazione alla lettura: dalla culla del principe al ciberspazio, Casteddu, Condaghes, 2003, ISBN 978-88-7356-026-5, OCLC 470424229."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Osservatziones, ideas e propostas apitzu de sa limba sarda, a incuru de Frantziscu Cheratzu, Casteddu, Condaghes, 2003, ISBN 978-88-7356-009-8, OCLC 918052399."
Antoni_Arca,sardinian,isbn_doi;url_metadata;citation_shape,"Antonio Gramsci animatore alla lettura attraverso le ""Lettere dal carcere, Casteddu, Condaghes, 2004, ISBN 978-88-7356-052-4, OCLC 469425130. (IT) Antoni Arca, Ester Pinna e Giovanna Pisano, Carezze, brividi e Harry Potter: mercati letterari per ragazzi, Casteddu, Condaghes, 2004, ISBN 978-88-7356-054-8, OCLC 254760081. (CA) Alunni Scuola Sacro Cuore e 1° Circolo Didattico di Alghero 2003/2004, L´Escola Vella fa cent anys, a incuru de Antonella Marruncheddu e Antoni Arca, Casteddu, Condaghes, 2004, ISBN 978-88-7356-053-1. (IT) Antoni Arca, Fabulas."
Antoni_Arca,sardinian,isbn_doi;url_metadata;citation_shape,"Per una didattica della fiaba, presentatzione de Pino Boero, Novara, Interlinea, 2005, ISBN 978-88-8212-521-9, OCLC 878809033. (IT) Antoni Arca, Corsicana."
Antoni_Arca,sardinian,isbn_doi;url_metadata;citation_shape,"Fiabe corse, in Il Trenino Verde, illustratziones de Patricia Satta, Casteddu, Condaghes, 2006, ISBN 978-88-7356-089-0. (IT) Antoni Arca, A scuola di identità."
Antoni_Arca,sardinian,isbn_doi;url_metadata;citation_shape,"I libri per ragazzi la suggeriscono plurale, Milanu, Franco Angeli, 2006, ISBN 978-88-464-7411-7, OCLC 67225851. (IT) Antoni Arca, Animazione alla lettura: teorie e tecniche, Brèscia, La scuola, 2006, ISBN 978-88-350-2023-3, OCLC 441629751. (IT) Antoni Arca, Alghero, città catalana d'Italia: la letteratura popolare a tutela delle lingue locali, Roma, Carocci, 2006, ISBN 978-88-430-3827-5, OCLC 1169871670. (IT) Antoni Arca, I racconti di Nino: in viaggio tra le lettere dal carcere di Antonio Gramsci ""ai più piccoli"", in Il Trenino Verde, illustratziones de Annalisa Masala, Casteddu, Condaghes, 2007, ISBN 978-88-7356-106-4."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Autobus, in Su trenu rúbiu, illustratziones de Gianni Nieddu, Casteddu, Condaghes, 2007, ISBN 978-88-7356-104-0."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Jocs de paper, in Su trenu rúbiu, illustratziones de Annalisa Masala, Casteddu, Condaghes, 2007, ISBN 978-88-7356-099-9, OCLC 804144533."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Crema de pau, in Su trenu rúbiu, illustratziones de Annalisa Masala, Casteddu, Condaghes, 2007, ISBN 978-88-7356-098-2."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Benidores: literadura, limba e mercadu culturale in Sardigna, in Samanunga, Casteddu, Condaghes, 2008, ISBN 978-88-7356-122-4, OCLC 256927104."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, A ballu tango, in Paberiles, Casteddu, Condaghes, 2009, ISBN 978-88-7356-131-6."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, A ballu tango, in Paberiles, Casteddu, Condaghes, 2010, ISBN 978-88-7356-802-5."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Domo de Jordi, in Isteddos, Ilartzi, NOR, 2017, ISBN 978-88-97285-84-7."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Domo de Jordi, in Isteddos, Ilartzi, NOR, 2017, ISBN 978-88-97285-51-9."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Casa de Jordi, in Isteddos, Ilartzi, NOR, 2017, ISBN 978-88-3309-009-2."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Casa de Jordi, in Isteddos, Ilartzi, NOR, 2017, ISBN 978-88-97285-85-4."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Casa di Jordi, in Le Pleiadi, Ilartzi, NOR, 2017, ISBN 978-88-97285-86-1."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Grans de magrana, in Isteddos, Ilartzi, NOR, 2017, ISBN 978-88-9728-514-4."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Gavina, in Le Pleiadi, Ilartzi, NOR, 2018, ISBN 978-88-97285-98-4."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Gavina di l'Ortu, in Isteddos, Ilartzi, NOR, 2018, ISBN 978-88-97285-97-7."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Matrioska, in Le Pleiadi, Ilartzi, NOR, 2018, ISBN 978-88-97285-96-0."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Matrioska, in Isteddos, Ilartzi, NOR, 2018, ISBN 978-88-97285-95-3."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, lOrodelmondo, in Isteddos, Ilartzi, NOR, 2018, ISBN 978-88-97285-93-9."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, lOrodelmondo, in Le Pleiadi, Ilartzi, NOR, 2018, ISBN 978-88-97285-94-6."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Jàgamàra, in Isteddos, Ilartzi, NOR, 2018, ISBN 978-88-97285-91-5."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Giàgamàla, in Le Pleiadi, Ilartzi, NOR, 2018, ISBN 978-88-97285-92-2."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Còcodimàmma, in Isteddos, Ilartzi, NOR, 2018, ISBN 978-88-97285-89-2."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Cocchino, in Le Pleiadi, Ilartzi, NOR, 2018, ISBN 978-88-97285-90-8."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, La fésta, in Isteddos, Ilartzi, NOR, 2018, ISBN 978-88-97285-87-8."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, L´anniversario, in Le Pleiadi, Ilartzi, NOR, 2018, ISBN 978-88-97285-88-5."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Pintadas, in Isteddos, Ilartzi, NOR, 2018, ISBN 978-88-97285-77-9."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Pintaras, in Isteddos, Ilartzi, NOR, 2018, ISBN 978-88-97285-78-6."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Dipinte, in Le Pleiadi, Ilartzi, NOR, 2018, ISBN 978-88-97285-76-2."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Annie Stevens, in Isteddos, Ilartzi, NOR, 2018, ISBN 978-88-97285-62-5."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Annie´s island, in Le Pleiadi, Ilartzi, NOR, 2018, ISBN 978-88-97285-63-2."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Grils de taronja, in Isteddos, Ilartzi, NOR, 2018, ISBN 978-88-97285-19-9."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Rigucce, in Isteddos, Ilartzi, NOR, 2018, ISBN 978-88-97285-08-3."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Mut!, in Isteddos, Ilartzi, NOR, 2018, ISBN 978-88-3309-007-8."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Stazitto!, in Le Pleiadi, Ilartzi, NOR, 2018, ISBN 978-88-3309-008-5."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca e Annalisa Masala, Rimetti a noi, in Le Pleiadi, Ilartzi, NOR, 2018, ISBN 978-88-3309-019-1."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca e Annalisa Masala, Rimetti a noi, in Le Pleiadi, Ilartzi, NOR, 2018, ISBN 978-88-3309-020-7."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, U, in Isteddos, Ilartzi, NOR, 2018, ISBN 978-88-3309-005-4."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Uno, in Le Pleiadi, Ilartzi, NOR, 2018, ISBN 978-88-3309-006-1."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Perdìto, in Le Pleiadi, Ilartzi, NOR, 2018, ISBN 978-88-3309-004-7."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, màssimo-màssimo, in Isteddos, Ilartzi, NOR, 2018, ISBN 978-88-3309-003-0."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Ramó de bellas, in Isteddos, Ilartzi, NOR, 2018, ISBN 978-88-3309-002-3."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Nuschende afrore, in Isteddos, Ilartzi, NOR, 2018, ISBN 978-88-3309-001-6."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Lapecheronza, in Le Pleiadi, Ilartzi, NOR, 2018, ISBN 978-88-3309-000-9."
Antoni_Arca,sardinian,isbn_doi;citation_shape,"Antoni Arca, Rundalla de Capallà, in Isteddos, Ilartzi, NOR, 2019, ISBN 978-88-3309-055-9."
Antoni_Ballero,sardinian,isbn_doi;citation_shape,"Maria Grazia Scano Naitza, Antonio Ballero, Nùgoro, Ilisso, 2004, ISBN 88-89188-05-7, OCLC 56819549."
Antoni_Ballero,sardinian,isbn_doi;citation_shape,"Marcello Fois e Salvatore Novellu, Antonio Ballero : lo sguardo fotografico del pittore (PDF), Nùgoro, Ilisso, 2007, ISBN 978-88-6202-016-9, OCLC 886354011."
Antoni_Ballero,sardinian,url_metadata,"Antonio Ballero (nota biografica) | ILISSO, in www.ilisso.it."
Antoni_Ballero,sardinian,url_metadata,"Nota biografica e opere di A. Ballero, in www.filologiasarda.eu."
Antoni_Cuccu,sardinian,citation_shape,"La letteratura in lingua sarda, AM&D Edizioni, Cagliari, 1997 Diagne, vu’ cumprà di libri in limba La valigia dei sogni del più piccolo editore del mondo Archiviadu su 4 martzu 2016 in s'Internet Archive."
Antoni_Desole,sardinian,citation_shape,Ischeda in su situ Canto sardo a chitarra Archiviadu su 27 santugaine 2014 in s'Internet Archive.
Antoni_Gramsci,sardinian,template_boilerplate,"Il Risorgimento, Einaudi, Torino 1949."
Antoni_Gramsci,sardinian,citation_shape,Sas publicatziones de Antoni Gramsci Archiviadu su 5 ghennàrgiu 2009 in s'Internet Archive.
Antoni_Lara,sardinian,citation_shape,Sardegna Cultura - E.Melis e A. Lara Archiviadu su 15 trìulas 2014 in s'Internet Archive.
